idx,user_ids,accent,age_group,country,transcript,nchars,audio_ids,audio_paths,duration,origin,domain,split,gender
91019,a791800296a4a359e8efe5535b822383,meru,41-55,KE,Two television movies were produced about the incident  both films were produced before the fall of the Soviet Union allowed access to archives :,144,0aee2952193b30be9be1941085dabe21,/AfriSpeech-100/test/cf371b8c-c9ee-4b28-b464-42599caf1b10/a6a2eff178cbced46f7493d180f64bdd.wav,10.152993197278912,african,general,test,Female
91189,a791800296a4a359e8efe5535b822383,meru,41-55,KE,"Pt Adanne has vomited many times this morning 07 Jul, 2027 before Dr Emeka came.",80,c002899f331001b3d908201c612eaacf,/AfriSpeech-100/test/8471350e-a6c5-4edb-a7a0-75e71dcc9b86/b7b62675ad99f364cde0dba137a426af.wav,9.653990929705216,african,general,test,Female
90989,a791800296a4a359e8efe5535b822383,meru,41-55,KE,"When contacted, Botad Superintendent of Police Harshad Mehta said, The incident is of March 28. I have got to know about it today after it was raised by the MLA Solanki.",169,92a6d8b86d622eddd9deca7b42fcc701,/AfriSpeech-100/test/7641504d-7917-4ce1-a5ca-fd45f8273424/5a5c0bb91c49d12fbd10c0bf1c28777d.wav,16.23199546485261,african,general,test,Female
90922,a791800296a4a359e8efe5535b822383,meru,41-55,KE,Rivers NLC joins nationwide protest to demand end of ASUU strike,64,e0b5e9202ccd84ec33ed70e54f9a604e,/AfriSpeech-100/test/eafda55d-f9ce-46a7-8d05-bfeae47bf86b/b7bcb0ee3ca33d4c53e8bfbaf5f0cd8b.wav,6.337981859410433,african,general,test,Female
90938,a791800296a4a359e8efe5535b822383,meru,41-55,KE,"Roth lost his opening-round match at 152 to Stillwaters Hunter Lyden, but in the wrestlebacks, Roth upended Dalan Jones of Coon Rapids with a 15-5 major decision to join Smith for Saturdays action.",197,4c543f11661d23302da26a5c82a37003,/AfriSpeech-100/test/59e4408a-964a-4b7a-884e-7f2894d3cc44/940bb60d7f16e54823206c094feb6194.wav,19.96399092970521,african,general,test,Female
91129,a791800296a4a359e8efe5535b822383,meru,41-55,KE,"In 2004, The Advocate became the third largest regional daily newspaper of Rural Press.",87,235f9f30bd1b97f4a465440f8c26fb65,/AfriSpeech-100/test/62600a6d-6f19-4dd9-8c2e-65781f8a7382/379af73fa7b2698280e226919608ebe3.wav,8.257981859410432,african,general,test,Female
212237,bba4288f50dde5c2e22718c34e8f427e,yoruba,19-25,NG,213 The American Society for Radiation Oncology ASTRO developed guidelines for the use of APBI outside of clinical trials based on data reported from published studies.,167,9ee0f175577536fda3b05b2ce429f688,/AfriSpeech-100/test/7b7294bb-2a44-405b-b255-3766ee4d5777/d90bd9b6bc5a9696d22dc40d589fea93.wav,12.417981859410428,nigerian,clinical,test,Female
408248,3cb849730c08f548d2ee6248355e7268,yoruba,26-40,NG,"With N60,000 collected at Ijora and another N60,000 collected between Marine Bridge and Area B Junction, that is N120,000 collected without receipts.
",149,e032ec332dd6c08ee703a61d77fd81f7,/AfriSpeech-100/test/583892b1-ad6f-46dd-8ade-5e10964432d0/b0f3b422ad712ecf77907cb4b55f03c7.wav,15.757981859410432,nigerian,general,test,Male
343062,8c590a9c9cf1de58b095c088e3bb29a1,yoruba,19-25,NG,"Dr. Uloaku is w/ the Pt Onyinyechukwu at this time and has also spoken to Pt's neice Finidi
",91,e13ba9de82d919441bc8b49930609262,/AfriSpeech-100/test/14e04859-ca26-4e4c-8d93-dfa7658b0afb/617b88097c7467d5491a534f5f0b61c2.wav,12.336984126984127,nigerian,general,test,Female
289304,0cf875b6bbb32d20cc5b024fdcb3161d,yoruba,26-40,NG,"Camille Hamonics five-year-old wont have a seat on the school bus this fall.
",76,2030c1c9dff6301c788c886ac0bd997f,/AfriSpeech-100/test/f2174bfd-ecc4-48e9-8209-797da5135001/3ca259f1cf3ee7069c0bf4321dab822f.wav,3.342993197278912,nigerian,general,test,Female
199769,a44a7078f9d0fae2ba203709de4bf439,yoruba,19-25,NG,"Triple-S Management stock opened at 18.12 on Monday.
",52,38e7e3227d945d0534787f2362a812b5,/AfriSpeech-100/test/2bd587e0-bd4f-4c7d-a901-a43ea7a35a56/1e091c3f760d374d0bd8e1940795ef1d.wav,6.426984126984128,nigerian,general,test,Female
22380,977c1933adcb77391e9e314800eb0d98,yoruba,26-40,NG,"Ive got a lot of experience to lean on with guys who have played five, six, seven years of IPL and Test tours over there for Australia, so theres a lot to learn.",161,b7f6af4558f88c41ccc69ed88dbf85f1,/AfriSpeech-100/test/e9cc7307-d8da-4560-9cb1-2448f633f136/1a6f46f2ae61954832728e0b2c4af649.wav,10.212993197278912,nigerian,general,test,Female
444632,fd709ac25758017bedd645990025a773,yoruba,41-55,NG,"Friends praying for Ini Dima-Okojie
",35,8403de55c88b6689052d92bef740a971,/AfriSpeech-100/test/317864c8-1bbe-4c01-a1ea-b9f1e74c4799/17c04bc31b828d26862c19e4a19f3fe1.wav,4.167981859410431,nigerian,general,test,Other
518880,5d0c962046700ec14498495c85c14f09,yoruba,19-25,NG,Tx'd c hydration abxs Hospital Uwaezuoke.,41,9c8ac6066beda9d3974daa4f3a7a09ab,/AfriSpeech-100/test/9881f5b8-50aa-434f-841f-a7c8c45f422b/5e0282de9bdc1cf58aa6c18c8593aaf8.wav,8.995986394557821,nigerian,clinical,test,Male
233358,3c708d6f5808b5b65dbf43acedfd4cb7,yoruba,26-40,NG,"pt Taiwo Jaruntu received diuris 333mg iv at 11:22pm and lasix 220mg at 11pm with only fair urine output. Friday 08 December, 2028
",130,c596583fb9fa37320371793b979b31cf,/AfriSpeech-100/test/d4c279eb-d6a5-43a0-979e-77b69e7c5e27/5203711853df84fb5e21d292bca7a0d0.wav,26.335986394557825,nigerian,general,test,Male
199774,a44a7078f9d0fae2ba203709de4bf439,yoruba,19-25,NG,"He further stated that This bold step by ProvidusBank addresses the United Nations Sustainable Development Goals 12, 13, 15, and 17.
",132,1015b0c660d1750dce1447f07dbb9efc,/AfriSpeech-100/test/f63bb369-53d9-4bbd-ba1e-1e5ada8247d2/a3e1f07455894804dee93d2ebbc091e2.wav,12.378979591836734,nigerian,general,test,Female
232556,92d5f5ee92025e6b6d26280742447436,yoruba,19-25,NG,"Bandits kill groom, abduct wife, four family members in Kaduna
",62,f665fd8e3d5ddb006ff6a567a795bf99,/AfriSpeech-100/test/300c1755-c25c-4c90-8a53-60b6ba85f5b2/884514e656070e3aa733fa09bf4d793a.wav,4.634988662131518,nigerian,general,test,Female
425758,e1a1807dc007aa109529ce12f15f8705,yoruba,19-25,NG,"Dr Bulakalotua Apakata made aware of rising Calcium with no new orders received at 08-02-2022
",93,84da3d3db4ead8ad52ecce8690ec8084,/AfriSpeech-100/test/4fed5dc8-2a49-4862-a906-dd7961f6842c/5e61b0ed0c579e46e4898f8e738fc7cb.wav,10.701995464852608,nigerian,general,test,Female
681953,c013ab1c487f97985f48aa95681b0182,yoruba,19-25,NG,Kainenechukwu IS MUMBLED AND DIFFICULT TO UNDERSTAND.,53,a74c4c0daafd5b089d3dfcbc8a943e54,/AfriSpeech-100/test/6db1b7dc-ad98-467b-861a-518cb30226d8/e9b47be7d0490228d66b4b20264265c8.wav,3.806984126984127,nigerian,clinical,test,Female
149857,78645399bb511fd2f86cc2b6d7c9e934,yoruba,26-40,NG,"For instance, James Segars, from the department of gynecology and obstetrics at Johns Hopkins University in Baltimore, MD, told The Atlantic that, Having a monthly period is reassuring, but it is certainly not necessary.",220,b3c2ead770875cc7d6cbe2a387fc2b28,/AfriSpeech-100/test/bdcbca5f-7967-4388-a9b6-d2dd770c6d3f/691d852baea480e954bd526ddf298878.wav,26.455986394557826,nigerian,general,test,Female
289291,0cf875b6bbb32d20cc5b024fdcb3161d,yoruba,26-40,NG,"Bullying can look like a lot of different things, said Noah Biddlecombe, program director at Youth One.
",103,c1610172171b1de5a938affbad71ba58,/AfriSpeech-100/test/8b917765-fd48-4ad3-b2d7-5f4c1c573636/a8114cfefc6e44de10907db524feda24.wav,6.170997732426304,nigerian,general,test,Male
209122,d871799f74c267b6f05763e0138225d2,yoruba,26-40,NG,"Judgment against NBC, vindication of our position IPC
",53,c2d6c113d3e8f27769f24e056b2dfa8d,/AfriSpeech-100/test/a692fb81-f718-45b7-8f04-b31d0abd1297/01800d883af46dc8bac426a89418162a.wav,8.563990929705215,nigerian,general,test,Male
203884,f8af2469637ee67b9a5426a7f3790b83,yoruba,<18yrs,NG,"Olusola was a Negerian movie director, historian, movie critic and teacher, born in Akpawfu on 02 Apr, 1985
",107,6a7b2bc6dab383ef7c18ec5129d62f71,/AfriSpeech-100/test/56459b76-b2ad-43e5-a919-be00a2f13e54/dcc2cfffe252f02763cd369c29c20026.wav,12.926984126984127,nigerian,general,test,Male
281837,6067d7fd7a608df47f598b932c277698,yoruba,19-25,NG,"It added that there were also increases in the debt stock of the state governments and the FCT.
",95,e0a933fcfdad08f9e82340da2bfc74d8,/AfriSpeech-100/test/345e3cc9-bf74-4765-95da-e7118dfdc8ec/b24602be4a8e621abe46f8379b9a0f1c.wav,7.491995464852607,nigerian,general,test,Female
211678,3419b1ec723228a8991f20cd73560b56,yoruba,19-25,NG,"Bushfire arrived into the township of Malua Bay, just south of Batemans Bay.
",76,8869339f6c6126f20a348d99130c39f4,/AfriSpeech-100/test/743d3c00-0555-4fef-bef5-80307a0fe03d/f30a72d437312de8c13f30777c03e7c0.wav,4.764988662131518,nigerian,general,test,Male
158297,7eb3e6a5562018bc0807fe9aed3d753d,yoruba,41-55,NG,"He said, Today, Im dressed as a prison inmate to attend the International Human Rights Summit at the United Nations.
",116,79327fe0a33e3211abd994200804c4d5,/AfriSpeech-100/test/a39b9873-1d46-4b63-b67d-99d6d39cd21e/dcd16f6a7344f9ac6f74554239f656ec.wav,11.278979591836734,nigerian,general,test,Male
158275,7eb3e6a5562018bc0807fe9aed3d753d,yoruba,41-55,NG,"They attacked Pompeys left flank and, rejoined by their cavalry, were able to get behind and attack Pompeys army from the rear.
",127,4449fee9b6210a352ae42649761b0be8,/AfriSpeech-100/test/ca074905-f454-43e9-a7b8-48096e570ac3/03e47aa3fab1728856b6058bccd6f57e.wav,10.88498866213152,nigerian,general,test,Male
51147,50a0558145f798c53bba6b9de32d3983,yoruba,41-55,NG,"Hes protected from eviction until at least September, after Oregons governor signed legislation last Tuesday that extended the states moratorium and gives tenants until March 31, 2021, to pay back rent.",202,2115d0a2895a135ad69df85307be3c5c,/AfriSpeech-100/test/8f22e11a-71fa-4e82-9ea2-d53775b1b24c/536ce75a12cf46b414891850be316d10.wav,14.261995464852609,nigerian,general,test,Female
703270,5072b7fac65b7604c1581691414be70b,yoruba,19-25,NG,CHEST PA and LAT             Reason: What is the status of the pulmonary fingings compared to CXR,85,270375050f7ba4fe7355742fc38816cb,/AfriSpeech-100/test/28770914-f81c-4432-9b70-1d1cd7f807f9/6872a8e7da27e9cb73bf93084f758d89.wav,12.800997732426303,nigerian,clinical,test,Female
351466,4db0dfff160b1700c8feec3fbba16359,yoruba,26-40,NG,"In good news for Greggs workers, it was also revealed yesterday that its employees are to get a share of a 7million bonus following the bumper sales.
",149,b588290f78213989453e35381f33c3de,/AfriSpeech-100/test/6d3480b1-37e3-49ff-a4db-3ab01bbde24e/17e1df97d64f224e56a6538d0e0f183e.wav,11.182993197278911,nigerian,general,test,Female
292738,df71c197162e2758235a8c11e3cfa88a,yoruba,26-40,NG,"Reps uncover extra-budgetary expenditures of 50m, 18m as PH refinery gets March 2023 completion date
",100,b3c1d831d930bd010d1b7a2b271dd2c4,/AfriSpeech-100/test/9212adcc-02ce-4cbd-a6d3-d5b442b22bdf/9b8157ad9e4f19a1dddc4c6d8c612b0a.wav,10.525986394557822,nigerian,general,test,Male
359170,586a9015f9aac28f867c86e1382c0bb1,yoruba,19-25,NG,"According to the World Bank, MSMEs represent about 90 per cent of all businesses and over 50 per cent of employment globally.
",125,74650b44e7739f42ab2f2b5d1ddd44ad,/AfriSpeech-100/test/68b5af2d-702e-472b-b4ba-e0861dae413a/7f568c32ebe3b6efd2d6893e7a5dcab0.wav,12.730997732426305,nigerian,general,test,Female
351605,3cec81ef12df1ab1688e705a98fb8a85,yoruba,26-40,NG,"Inchereneh Needs sputum sample but none to be had from Cango at this point.
",75,f6a4e99f4d03defaf89b77c7f080ab19,/AfriSpeech-100/test/dbb18507-6ab4-4d57-8f56-76ca3fb1eefd/edea1098a0ecbed457f1c6f8eed81100.wav,8.452993197278909,nigerian,general,test,Female
215518,e4a19a2b8b30d14d6bdede6c8b29936c,yoruba,19-25,NG,"Dr. Mrs. Ubochioma Kofoworola in her Potiskum interview said Malaria, Typhoid fever, Yellow fever, Tuberculosis, COVID-19 are endemic diseases
",142,53fde57554fea055f3160fcdb7cac27a,/AfriSpeech-100/test/714f26fa-2a56-4524-ac6b-db74c0cdc25b/baf16ee30ad4a86e4977ed3b887e8659.wav,15.168979591836734,nigerian,general,test,Male
407240,106559245a292ade08ec3c2a0110eacb,yoruba,26-40,NG,"Infant has lovely skin, born to Ngam Cherechi parents in Gombe
",62,d1df92bdef71c2223b3e0683d97a88af,/AfriSpeech-100/test/25e0a746-7195-43a2-bcc6-c26489f468cb/ea3cfbcf38ac28366cf5c9814a23f443.wav,4.136984126984127,nigerian,general,test,Male
246473,c9f826004518baf2e150122143654538,yoruba,19-25,NG,"The NCDC disclosed this on its official Facebook handle.
",56,453b51c93b3c8164a434010490d96b77,/AfriSpeech-100/test/ae1ded1e-5463-47d8-8bd8-f832afcd05b4/8e65386d80c0dce17ce67df567437b9a.wav,4.301995464852608,nigerian,general,test,Female
22744,977c1933adcb77391e9e314800eb0d98,yoruba,26-40,NG,"Michael Gambon, Gina McKee, Tom Hollander and Bill Nighy appeared in major roles.",81,01df08166ce43edb7907a2a757adeee6,/AfriSpeech-100/test/1909f60e-55c9-4ee7-8699-f62482dcaec6/054ae3f8f059e7498c453361c12ad203.wav,5.978979591836735,nigerian,general,test,Female
409783,0a126d3e7af01532cd891d6bc4f1fbb8,yoruba,19-25,NG,"The patient Eriayo owns business in Hospital Imole a clothing store and a limousine business in Akpawfu
",103,81b8af3f8b959f8f670f27ce462a47ca,/AfriSpeech-100/test/728d4871-45f1-4bac-b7d9-1c9252d70bb3/ee2c56aeb69d835546c88479883350b3.wav,9.876984126984128,nigerian,general,test,Female
702335,036d43fc36ebee61324f5819a72ba782,yoruba,19-25,NG,Mallay via telephone at 10PM 26/05/1984.,40,2ebdc8745b2345ab77628e66cbacf508,/AfriSpeech-100/test/5f54bdbc-db76-42f7-a28b-b8cf25a2befc/f05df88d0a7d5e8912e20fe07e922950.wav,5.24498866213152,nigerian,clinical,test,Female
55866,50a0558145f798c53bba6b9de32d3983,yoruba,41-55,NG,Lopez stressed at a press conference that the coastal path is one of the most important tourist attractions for Marbella.,121,3a922cc46c48917ea89cb9ef85e3850d,/AfriSpeech-100/test/e213015c-e2a7-47e5-8354-a10d7266c399/5601cb5c289015c2207b275cf28ae4b7.wav,13.208979591836734,nigerian,general,test,Male
2211,d3e86155e2e17b51cf9a9ab6cca4b246,yoruba,<18yrs,NG,"How Work, Sleep, Phone Usage Cause Spondylosis, Pain In Legs, Arms, Back Dr Oladiran, Consultant Orthopaedic And Trauma Hip Surgeon",131,89650a430b2db1f935484587a69928be,/AfriSpeech-100/test/c31048ae-f37e-47c3-8103-5aee25e43d9c/27994930805ec5f9cc52e47820505ac7.wav,16.226984126984128,nigerian,general,test,Female
449382,fb8b4a3d9b3976b86876635474f76e43,yoruba,19-25,NG,"Pt Osorachukwu has vomited many times this morning 24 Apr, 2005 before Dr Ofuchi came.
",86,1bf82659bc364f7d3b1f936994579253,/AfriSpeech-100/test/31afa3e5-99d0-45b8-b0c5-d235f32774e3/72db379013fec31f54c868ab8d3b7e53.wav,7.691995464852607,nigerian,general,test,Female
144685,4fbdf49df4ec1ef273a4592a677969d7,yoruba,41-55,NG,GTBank bags Most Admired Brand in Africa award,46,33a1ffeb7a1897696565ab03a504aa16,/AfriSpeech-100/test/9946b5a5-42c2-4f2d-83f6-83e9b4665eac/3965d6e8e62156f2e9f0f6d3482c7258.wav,5.652993197278912,nigerian,general,test,Male
404185,3fdd007c83beea6f8d5222c3e97ac71f,yoruba,19-25,NG,"A very common disease was discovered in Soweto by Imbelakay and Watto scientists at Tarkwa university from 1998 to 2006.
",120,556b31bc35462c0fe7039a897059baab,/AfriSpeech-100/test/01fddfd9-f8cd-44a1-99c6-6c3bc7ec093e/b71f136b05864db3b054a18f1e69f14e.wav,9.45,nigerian,general,test,Female
324061,e69850fe0b2cfce1a89ec733cc800a4a,yoruba,19-25,NG,"After investigating the incident, the Orange County District Attorneys Office concluded in a January 2013 report that Villarreals use of deadly force was reasonable because he thought Herrera was armed.
",202,d5d459de1720b9ac91e066aa62a0abf3,/AfriSpeech-100/test/0542321b-0762-47da-8087-67aecd20931d/999859574e141f09600d3671b3610d99.wav,14.080997732426304,nigerian,general,test,Male
405563,c1c286866c60d25936cf43b0ebe6a65d,yoruba,19-25,NG,TheAmericanCollege of Radiology recommends theuse of nonionizing radiation techniques for front-line imagingin1257T HE APPENDIX  30pregnant women.,145,b3ee1e2cd3e542519358616b2f5d2665,/AfriSpeech-100/test/aaf344aa-087f-4bd9-b736-dd4e5f08f827/43ac73a729df6d72b18137d1c642c9dd.wav,13.592993197278911,nigerian,clinical,test,Female
212274,40efef3348d876ab1745ca9a96deb886,yoruba,41-55,NG,"Social: Chike called last night updated on his wife's condition and plan of care provided by hospital Onitsha
",109,bba2c537ba39be06cb1a2fad00dac222,/AfriSpeech-100/test/1b689c37-b7d2-44b4-9fca-c6238e90d635/6856a95ce9f777987ea1e4ebdb88457a.wav,9.07,nigerian,general,test,Male
223081,5c4d7475ddfb4918238c1df134ed5408,yoruba,<18yrs,NG,"The two directors will join OGUKs leadership team under the continued direction of chief executive Deirdre Michie.
",114,8b3915c84dd38a16f11f843525f4736c,/AfriSpeech-100/test/c2ef43e4-7764-42b9-8e57-054b28e40042/68bc82713a0d755cdff3fc46e2690cab.wav,8.996984126984126,nigerian,general,test,Male
183221,b6e9d2a8e8663eed2338942b855dd9dd,yoruba,41-55,NG,"During her speech, she downplayed the concerns over a possible second wave of COVID-19 and vowed that Rakhine as well as all other parts of the country would be protected through public cooperation.
",198,53a678daeb2e99d7336f4f493d53e1a4,/AfriSpeech-100/test/bcab10f7-c401-47b3-81cf-6daec8ade5d3/22d07fb4ee90a68025aa30fd6f0fdb20.wav,17.130997732426305,nigerian,general,test,Female
408642,864786fab3ad4a7a2e97c54df1c8fc78,yoruba,19-25,NG,"Itunuoluwa studied English literature at the Port Harcourt University and translation in Ogundipe University.
",109,10d3f4f439155d4fc136861d41951469,/AfriSpeech-100/test/2b08a5e1-f77d-4da6-9d5b-d0ea049873b7/6fbe1398062ad9018b0169ff37ee2fa1.wav,9.028979591836734,nigerian,general,test,Female
351735,e7e0d9de9bb1f44301dff90980de60d4,yoruba,26-40,NG,"Industry officials close to the development said the Finance ministry was not making enough efforts to prepare the memo for the proposed loan agreement with the donor banks for FEC for ratification.
",198,6b8d4f9da191ba718ed6c01ff31e325b,/AfriSpeech-100/test/95049138-cca2-44ca-85c6-8b0ab263a647/04155ee88c0b236ab6ecf800734546d3.wav,16.998979591836733,nigerian,general,test,Male
573966,ae8f317cba93e9f9a147ebc79a1e79c7,yoruba,19-25,NG,I will fax these to N.Medicine.,31,8999d18eadf4326306480a46074c450d,/AfriSpeech-100/test/4e571183-bd54-4876-ad04-07785dc6ee2d/dc43c3be1b7e1d95cfad917adaa9b2f2.wav,3.112993197278912,nigerian,clinical,test,Female
232493,92d5f5ee92025e6b6d26280742447436,yoruba,19-25,NG,"You were admitted to Hospital Nkechinyereonye in Kano city on Saturday 28 July, 1979 with episodes of somnolence.
",113,f076f54ee87149cded73f35fc0bf1ebf,/AfriSpeech-100/test/18e72599-3538-4cb4-8795-a68652691e18/6a33ac5593dfb69236d2ba3dbe8d9dd1.wav,9.332993197278912,nigerian,general,test,Female
174669,ae57ec14e05749cb207d36d1ac03d004,yoruba,19-25,NG,Responsive to exam tone WNL for gestational age.,48,f07adf77e9a9cdca77b0e4bf7aaa2fa9,/AfriSpeech-100/test/bb22bff5-cc25-4013-9b9a-a59b04103f4c/204847d1dca0854af60b05e76bc0eec7.wav,3.8869841269841263,nigerian,clinical,test,Female
364417,9a283131b602ce7716f5f9b46814f605,yoruba,19-25,NG,"Insolo Imbor is a 52 yo male admitted yesterday to Mutomo TSICU after falling down the stairs in the setting of alcohol intoxication.
",133,b02eaa133e1af8ff6e10a410a793b3dd,/AfriSpeech-100/test/cb70c37d-6f58-4525-863e-6780ffe5dc00/eec8ad6b59231661dd28be0338106b00.wav,11.820997732426305,nigerian,general,test,Female
202128,bb81f188011cc88db1832a69dfd781ac,yoruba,26-40,NG,"As the storm continued to get worse, the Matthews Police Department sent out notices for the community to avoid certain roads with downed power lines, traffic light outages and flooding.
",186,7bb2202825930a0cdd92f1507b8e81bd,/AfriSpeech-100/test/4bd1c7d4-2678-45c3-818b-e84b682b785d/e471b4d05f478c3dec2b74c6bcf3f68b.wav,13.628979591836734,nigerian,general,test,Male
408656,d4d30924b2cfe045c5294f24e406d98d,yoruba,26-40,NG,"A very common disease was discovered in Touba by Onofuabi and Wolahmo scientists at Johannesburg university from 1998 to 2006.
",126,4415f2eadec627693caf2cfe12f26082,/AfriSpeech-100/test/6905408e-a69e-4f75-b978-50de3121d3d6/f5440f562535ca70d52d47a56bf67c51.wav,16.905986394557818,nigerian,general,test,Female
324058,e69850fe0b2cfce1a89ec733cc800a4a,yoruba,19-25,NG,"Even now as the government start to ease lockdown the Chief Medical Advisor Chris shitty is already talking about plans for a second lockdown in winter and that we will be living with this virus for a long time to come.
",219,c2d3e52fc16abcc116b2eaf77b13a96f,/AfriSpeech-100/test/316f9fe6-4732-4790-b882-1f4a4c9c910f/9597adde71ea2531f859ed4a2162c9d8.wav,8.950997732426305,nigerian,general,test,Female
306306,ff242af1121efb0d3620c3894059865a,yoruba,19-25,NG,"The Israelis had been trying for hours to speak to Palestinian commanders , according to Israel s Cabinet Secretary , Isaac Herzog  he added that Palestinian security forces could have intervened to stop the fire .
",213,ab72efb11eae57dbf07369ff08ac6935,/AfriSpeech-100/test/64a3af56-7642-4fb7-85e3-77ba0f95adf9/d729e58110391e3b42a6f433eae6728c.wav,11.996984126984124,nigerian,general,test,Male
217867,fb8b4a3d9b3976b86876635474f76e43,yoruba,19-25,NG,"Children Chisimdiri Ibinye and Maifari were found last night wandering the streets unattended after their mother and father, went missing while returning from work at Abakaliki
",176,0e2e2aea221ad16e1023cfa57eed4f54,/AfriSpeech-100/test/3f21c4b8-9482-4115-b1f4-c3b37f58340d/4ae39437e00c95f3195906d8fae6a92b.wav,9.72,nigerian,general,test,Female
218749,d45d613adf3a5eabdbb79c3e604610ad,yoruba,19-25,NG,"According to The Hollywood Reporter, filmmaker Alexander Aja, best known for Crawl and Piranha 3D, will direct the movie based on Christie LeBlancs original script which was on The Black List.
",192,91dbd268822c1c6cd06e85ba8831e0ca,/AfriSpeech-100/test/5f617850-d940-4299-a46d-9847cf69f5a7/d9a493e254fb8d36ba0bc54a5b07d178.wav,9.158979591836736,nigerian,general,test,Female
51118,50a0558145f798c53bba6b9de32d3983,yoruba,41-55,NG,Stone didnt make Richard Nixon a villain nor a hero.,52,e7093bdb344c40c6694c11ce23658a49,/AfriSpeech-100/test/82a1a88e-7756-47e1-a4e7-6fcbb119d014/b595d13e8e16bf2dd37e37d7eaa34660.wav,6.030997732426304,nigerian,general,test,Male
12829,d3e86155e2e17b51cf9a9ab6cca4b246,yoruba,<18yrs,NG,"After a period of time, Little Albert would cry when he saw a white rat or anything small and white, even his stuffed animal.",125,5e65ab4ce40d539f67b931767bf07315,/AfriSpeech-100/test/979386a2-4533-421b-8bef-5029229515f7/8e23a390826a687e7361b847cc0edc6a.wav,11.004988662131517,nigerian,general,test,Female
230661,e8e1720684188a9ac63f6605ce8b33da,yoruba,19-25,NG,"The Empire Sundown Lagos is proudly sponsored by Hennessy.
",58,6b95bb05c28524c9cb3c5c0ed8c23e06,/AfriSpeech-100/test/7e82a786-eaf3-4d91-b574-be117bc3719c/c00f3407d7f96731989f1b0c897b1411.wav,6.260997732426302,nigerian,general,test,Female
254278,a2d5dcff9df918c3663f3fcd675a9a65,yoruba,,NG,"Reproduced with permission from Mercer DW, Liu TH, Castaneda A: Anatomy and physiology of the stomach, in Zuidema GD, Yeo CJ eds:  Shackelfords Surgery of the Alimentary Tract, 5th ed.",183,9d8e06acb787f8d47457b7d4fd7fedd7,/AfriSpeech-100/test/b9e5d245-a8f4-46fe-b6a4-770e02c28091/1cd84118229d1ede2a711e07ff2ba16b.wav,17.624988662131514,nigerian,clinical,test,Male
80581,d43c005405491a19c426aa23b739a1f1,yoruba,19-25,NG,The Newport Road CFD was formed in 2003 and authorized up to 24 million of bonded indebtedness.,95,297a8ab3759b523a7aaf0daede7ed320,/AfriSpeech-100/test/92c172ab-9c1b-47f1-8b79-aecef306827e/2a17af8b8ad278a2ee0942a23d5d8cdd.wav,9.52498866213152,nigerian,general,test,Female
197944,1a8ba24eee9469407c9cf2875a326a6c,yoruba,26-40,NG,"One of nine children, she was the first daughter of the family but her mother eventually returned to France to live.
",116,b97c41aed878e35e39200b21f9b1c241,/AfriSpeech-100/test/8758e0dd-84e8-4d1d-bf13-7f88c86d62e5/fdfe82b192cecbe22e03195c6150232f.wav,7.8009977324263025,nigerian,general,test,Female
344836,b057bfc0f100bc615dbe711ee9047eca,yoruba,19-25,NG,"12-01-2002 Mr. Offiong Kuforiji recently treated at Hospital Makurdi for spontaneous hemoperitoneum resulting in surgery for splenic lac and spenectomy.
",152,181ffd223fe12cccdccd2a7be46a79a6,/AfriSpeech-100/test/e94e1640-23ec-4231-bbf6-4c9c5de78a8f/c5692cf9eee93f5fb687bf027cf55533.wav,14.835986394557825,nigerian,general,test,Female
436391,02adaf8f0589a414392aa22426ce5c25,yoruba,19-25,NG,"What is the implication of long abstinence from sx?Nollywood actress and show host, Nancy Isime, has said that the trauma she had as a child made her grow up to become a people pleaser.
",185,67447610c18017502162c0456fa3e304,/AfriSpeech-100/test/9670b6a8-c6e1-497b-8a74-b10a3c342ef3/1771ea7625e0bb0d6b47f3ecb44dbaab.wav,18.895986394557823,nigerian,general,test,Male
182401,05a7b4493f74d11a0a01c56e172db8c5,yoruba,41-55,NG,"The group includes Serbian Americans living in the United States for one or many generations, people who are citizens of both Serbia and the United States, or any other people who say that they are both Serbian and American.
",224,0f1ef93499544843a2bacc3bf9a0ef10,/AfriSpeech-100/test/4ddb6d64-541a-4b7e-b600-dcf98a20d9ea/2fd93f57eab62aa3ded2cf0d60f82b62.wav,17.196984126984127,nigerian,general,test,Male
288926,9918862140a9400a9c51de4bc97f5846,yoruba,19-25,NG,"Her game was actually getting to me I liked her. I didnt want to own up to it in the show. Unfortunately we werent just compatible  Sammie on his relationship with Angel in the houseBBNaijaReunion BBNaija BBNaijaShineYaEye
",221,66d20b419e3bdecdb773ef78cf94c92b,/AfriSpeech-100/test/e9c63329-febf-4257-998d-290a49cf81d9/680b928a08b3ba33151ddc1b3b54c66a.wav,21.15299319727891,nigerian,general,test,Male
227477,5c4d7475ddfb4918238c1df134ed5408,yoruba,<18yrs,NG,"The envoy said the second meeting on the oil and gas development cooperation between Manila and Beijing will resume early this year.
",132,3ea888021511e97d7dcb843ea6100102,/AfriSpeech-100/test/f4a184b5-d66d-4223-b78d-a876d2df0849/874fbc534bd9675c6baf50b98e6385f8.wav,6.986984126984128,nigerian,general,test,Male
